geo,country_code,nuts_level,label,parent_geo
AT,AT,0,ÖSTERREICH,
AT1,AT,1,OSTÖSTERREICH,AT
AT11,AT,2,Burgenland (A),AT1
AT111,AT,3,Mittelburgenland,AT11
AT112,AT,3,Nordburgenland,AT11
AT113,AT,3,Südburgenland,AT11
AT12,AT,2,Niederösterreich,AT1
AT121,AT,3,Mostviertel-Eisenwurzen,AT12
AT122,AT,3,Niederösterreich-Süd,AT12
AT123,AT,3,Sankt Pölten,AT12
AT124,AT,3,Waldviertel,AT12
AT125,AT,3,Weinviertel,AT12
AT126,AT,3,Wiener Umland/Nordteil,AT12
AT127,AT,3,Wiener Umland/Südteil,AT12
AT13,AT,2,Wien,AT1
AT130,AT,3,Wien,AT13
AT2,AT,1,SÜDÖSTERREICH,AT
AT21,AT,2,Kärnten,AT2
AT211,AT,3,Klagenfurt-Villach,AT21
AT212,AT,3,Oberkärnten,AT21
AT213,AT,3,Unterkärnten,AT21
AT22,AT,2,Steiermark,AT2
AT221,AT,3,Graz,AT22
AT222,AT,3,Liezen,AT22
AT223,AT,3,Östliche Obersteiermark,AT22
AT224,AT,3,Oststeiermark,AT22
AT225,AT,3,West- und Südsteiermark,AT22
AT226,AT,3,Westliche Obersteiermark,AT22
AT3,AT,1,WESTÖSTERREICH,AT
AT31,AT,2,Oberösterreich,AT3
AT311,AT,3,Innviertel,AT31
AT312,AT,3,Linz-Wels,AT31
AT313,AT,3,Mühlviertel,AT31
AT314,AT,3,Steyr-Kirchdorf,AT31
AT315,AT,3,Traunviertel,AT31
AT32,AT,2,Salzburg,AT3
AT321,AT,3,Lungau,AT32
AT322,AT,3,Pinzgau-Pongau,AT32
AT323,AT,3,Salzburg und Umgebung,AT32
AT33,AT,2,Tirol,AT3
AT331,AT,3,Außerfern,AT33
AT332,AT,3,Innsbruck,AT33
AT333,AT,3,Osttirol,AT33
AT334,AT,3,Tiroler Oberland,AT33
AT335,AT,3,Tiroler Unterland,AT33
AT34,AT,2,Vorarlberg,AT3
AT341,AT,3,Bludenz-Bregenzer Wald,AT34
AT342,AT,3,Rheintal-Bodenseegebiet,AT34
ATZ,AT,1,EXTRA-REGIO,AT
ATZZ,AT,2,Extra-Regio,ATZ
ATZZZ,AT,3,Extra-Regio,ATZZ
BE,BE,0,BELGIQUE-BELGIË ,
BE1,BE,1,RÉGION DE BRUXELLES-CAPITALE / BRUSSELS HOOFDSTEDELIJK GEWEST,BE
BE10,BE,2,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,BE1
BE100,BE,3,Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad,BE10
BE2,BE,1,VLAAMS GEWEST,BE
BE21,BE,2,Prov. Antwerpen,BE2
BE211,BE,3,Arr. Antwerpen,BE21
BE212,BE,3,Arr. Mechelen,BE21
BE213,BE,3,Arr. Turnhout,BE21
BE22,BE,2,Prov. Limburg (B),BE2
BE221,BE,3,Arr. Hasselt,BE22
BE222,BE,3,Arr. Maaseik,BE22
BE223,BE,3,Arr. Tongeren,BE22
BE23,BE,2,Prov. Oost-Vlaanderen,BE2
BE231,BE,3,Arr. Aalst,BE23
BE232,BE,3,Arr. Dendermonde,BE23
BE233,BE,3,Arr. Eeklo,BE23
BE234,BE,3,Arr. Gent,BE23
BE235,BE,3,Arr. Oudenaarde,BE23
BE236,BE,3,Arr. Sint-Niklaas,BE23
BE24,BE,2,Prov. Vlaams-Brabant,BE2
BE241,BE,3,Arr. Halle-Vilvoorde,BE24
BE242,BE,3,Arr. Leuven,BE24
BE25,BE,2,Prov. West-Vlaanderen,BE2
BE251,BE,3,Arr. Brugge,BE25
BE252,BE,3,Arr. Diksmuide,BE25
BE253,BE,3,Arr. Ieper,BE25
BE254,BE,3,Arr. Kortrijk,BE25
BE255,BE,3,Arr. Oostende,BE25
BE256,BE,3,Arr. Roeselare,BE25
BE257,BE,3,Arr. Tielt,BE25
BE258,BE,3,Arr. Veurne,BE25
BE3,BE,1,RÉGION WALLONNE,BE
BE31,BE,2,Prov. Brabant Wallon,BE3
BE310,BE,3,Arr. Nivelles,BE31
BE32,BE,2,Prov. Hainaut,BE3
BE321,BE,3,Arr. Ath,BE32
BE322,BE,3,Arr. Charleroi,BE32
BE323,BE,3,Arr. Mons,BE32
BE324,BE,3,Arr. Mouscron,BE32
BE325,BE,3,Arr. Soignies,BE32
BE326,BE,3,Arr. Thuin,BE32
BE327,BE,3,Arr. Tournai,BE32
BE33,BE,2,Prov. Liège,BE3
BE331,BE,3,Arr. Huy,BE33
BE332,BE,3,Arr. Liège,BE33
BE334,BE,3,Arr. Waremme,BE33
BE335,BE,3,Arr. Verviers - communes francophones,BE33
BE336,BE,3,Bezirk Verviers - Deutschsprachige Gemeinschaft,BE33
BE34,BE,2,Prov. Luxembourg (B),BE3
BE341,BE,3,Arr. Arlon,BE34
BE342,BE,3,Arr. Bastogne,BE34
BE343,BE,3,Arr. Marche-en-Famenne,BE34
BE344,BE,3,Arr. Neufchâteau,BE34
BE345,BE,3,Arr. Virton,BE34
BE35,BE,2,Prov. Namur,BE3
BE351,BE,3,Arr. Dinant,BE35
BE352,BE,3,Arr. Namur,BE35
BE353,BE,3,Arr. Philippeville,BE35
BEZ,BE,1,EXTRA-REGIO,BE
BEZZ,BE,2,Extra-Regio,BEZ
BEZZZ,BE,3,Extra-Regio,BEZZ
BG,BG,0,БЪЛГАРИЯ / BULGARIA,
BG3,BG,1,СЕВЕРНА И ЮГОИЗТОЧНА БЪЛГАРИЯ / SEVERNA I IZTOCHNA BULGARIA,BG
BG31,BG,2,Северозападен / Severozapaden,BG3
BG311,BG,3,Видин / Vidin,BG31
BG312,BG,3,Монтана / Montana,BG31
BG313,BG,3,Враца / Vratsa,BG31
BG314,BG,3,Плевен / Pleven,BG31
BG315,BG,3,Ловеч / Lovech,BG31
BG32,BG,2,Северен централен / Severen tsentralen,BG3
BG321,BG,3,Велико Търново / Veliko Tarnovo,BG32
BG322,BG,3,Габрово / Gabrovo,BG32
BG323,BG,3,Русе / Ruse,BG32
BG324,BG,3,Разград / Razgrad,BG32
BG325,BG,3,Силистра / Silistra,BG32
BG33,BG,2,Североизточен / Severoiztochen,BG3
BG331,BG,3,Варна / Varna,BG33
BG332,BG,3,Добрич / Dobrich,BG33
BG333,BG,3,Шумен / Shumen,BG33
BG334,BG,3,Търговище / Targovishte,BG33
BG34,BG,2,Югоизточен / Yugoiztochen,BG3
BG341,BG,3,Бургас / Burgas,BG34
BG342,BG,3,Сливен / Sliven,BG34
BG343,BG,3,Ямбол / Yambol,BG34
BG344,BG,3,Стара Загора / Stara Zagora,BG34
BG4,BG,1,ЮГОЗАПАДНА И ЮЖНА ЦЕНТРАЛНА БЪЛГАРИЯ / YUGOZAPADNA I YUZHNA TSENTRALNA BULGARIA,BG
BG41,BG,2,Югозападен / Yugozapaden,BG4
BG411,BG,3,София (столица) / Sofia (stolitsa),BG41
BG412,BG,3,София / Sofia,BG41
BG413,BG,3,Благоевград / Blagoevgrad,BG41
BG414,BG,3,Перник / Pernik,BG41
BG415,BG,3,Кюстендил / Kyustendil,BG41
BG42,BG,2,Южен централен / Yuzhen tsentralen,BG4
BG421,BG,3,Пловдив / Plovdiv,BG42
BG422,BG,3,Хасково / Haskovo,BG42
BG423,BG,3,Пазарджик / Pazardzhik,BG42
BG424,BG,3,Смолян / Smolyan,BG42
BG425,BG,3,Кърджали / Kardzhali,BG42
BGZ,BG,1,EXTRA-REGIO,BG
BGZZ,BG,2,Extra-Regio,BGZ
BGZZZ,BG,3,Extra-Regio,BGZZ
CY,CY,0,ΚΥΠΡΟΣ / KIBRIS,
CY0,CY,1,ΚΥΠΡΟΣ / KIBRIS,CY
CY00,CY,2,Κύπρος / Kıbrıs,CY0
CY000,CY,3,Κύπρος / Kıbrıs,CY00
CYZ,CY,1,EXTRA-REGIO,CY
CYZZ,CY,2,Extra-Regio,CYZ
CYZZZ,CY,3,Extra-Regio,CYZZ
CZ,CZ,0,ČESKÁ REPUBLIKA,
CZ0,CZ,1,ČESKÁ REPUBLIKA,CZ
CZ01,CZ,2,Praha,CZ0
CZ010,CZ,3,Hlavní město Praha,CZ01
CZ02,CZ,2,Střední Čechy,CZ0
CZ020,CZ,3,Středočeský kraj,CZ02
CZ03,CZ,2,Jihozápad,CZ0
CZ031,CZ,3,Jihočeský kraj,CZ03
CZ032,CZ,3,Plzeňský kraj,CZ03
CZ04,CZ,2,Severozápad,CZ0
CZ041,CZ,3,Karlovarský kraj,CZ04
CZ042,CZ,3,Ústecký kraj,CZ04
CZ05,CZ,2,Severovýchod,CZ0
CZ051,CZ,3,Liberecký kraj,CZ05
CZ052,CZ,3,Královéhradecký kraj,CZ05
CZ053,CZ,3,Pardubický kraj,CZ05
CZ06,CZ,2,Jihovýchod,CZ0
CZ063,CZ,3,Vysočina,CZ06
CZ064,CZ,3,Jihomoravský kraj,CZ06
CZ07,CZ,2,Střední Morava,CZ0
CZ071,CZ,3,Olomoucký kraj,CZ07
CZ072,CZ,3,Zlínský kraj,CZ07
CZ08,CZ,2,Moravskoslezsko,CZ0
CZ080,CZ,3,Moravskoslezský kraj,CZ08
CZZ,CZ,1,EXTRA-REGIO,CZ
CZZZ,CZ,2,Extra-Regio,CZZ
CZZZZ,CZ,3,Extra-Regio,CZZZ
DE,DE,0,DEUTSCHLAND ,
DE1,DE,1,BADEN-WÜRTTEMBERG,DE
DE11,DE,2,Stuttgart,DE1
DE111,DE,3,"Stuttgart, Stadtkreis",DE11
DE112,DE,3,Böblingen,DE11
DE113,DE,3,Esslingen,DE11
DE114,DE,3,Göppingen,DE11
DE115,DE,3,Ludwigsburg,DE11
DE116,DE,3,Rems-Murr-Kreis,DE11
DE117,DE,3,"Heilbronn, Stadtkreis",DE11
DE118,DE,3,"Heilbronn, Landkreis",DE11
DE119,DE,3,Hohenlohekreis,DE11
DE11A,DE,3,Schwäbisch Hall,DE11
DE11B,DE,3,Main-Tauber-Kreis,DE11
DE11C,DE,3,Heidenheim,DE11
DE11D,DE,3,Ostalbkreis,DE11
DE12,DE,2,Karlsruhe,DE1
DE121,DE,3,"Baden-Baden, Stadtkreis",DE12
DE122,DE,3,"Karlsruhe, Stadtkreis",DE12
DE123,DE,3,"Karlsruhe, Landkreis",DE12
DE124,DE,3,Rastatt,DE12
DE125,DE,3,"Heidelberg, Stadtkreis",DE12
DE126,DE,3,"Mannheim, Stadtkreis",DE12
DE127,DE,3,Neckar-Odenwald-Kreis,DE12
DE128,DE,3,Rhein-Neckar-Kreis,DE12
DE129,DE,3,"Pforzheim, Stadtkreis",DE12
DE12A,DE,3,Calw,DE12
DE12B,DE,3,Enzkreis,DE12
DE12C,DE,3,Freudenstadt,DE12
DE13,DE,2,Freiburg,DE1
DE131,DE,3,"Freiburg im Breisgau, Stadtkreis",DE13
DE132,DE,3,Breisgau-Hochschwarzwald,DE13
DE133,DE,3,Emmendingen,DE13
DE134,DE,3,Ortenaukreis,DE13
DE135,DE,3,Rottweil,DE13
DE136,DE,3,Schwarzwald-Baar-Kreis,DE13
DE137,DE,3,Tuttlingen,DE13
DE138,DE,3,Konstanz,DE13
DE139,DE,3,Lörrach,DE13
DE13A,DE,3,Waldshut,DE13
DE14,DE,2,Tübingen,DE1
DE141,DE,3,Reutlingen,DE14
DE142,DE,3,"Tübingen, Landkreis",DE14
DE143,DE,3,Zollernalbkreis,DE14
DE144,DE,3,"Ulm, Stadtkreis",DE14
DE145,DE,3,Alb-Donau-Kreis,DE14
DE146,DE,3,Biberach,DE14
DE147,DE,3,Bodenseekreis,DE14
DE148,DE,3,Ravensburg,DE14
DE149,DE,3,Sigmaringen,DE14
DE2,DE,1,BAYERN,DE
DE21,DE,2,Oberbayern,DE2
DE211,DE,3,"Ingolstadt, Kreisfreie Stadt",DE21
DE212,DE,3,"München, Kreisfreie Stadt",DE21
DE213,DE,3,"Rosenheim, Kreisfreie Stadt",DE21
DE214,DE,3,Altötting,DE21
DE215,DE,3,Berchtesgadener Land,DE21
DE216,DE,3,Bad Tölz-Wolfratshausen,DE21
DE217,DE,3,Dachau,DE21
DE218,DE,3,Ebersberg,DE21
DE219,DE,3,Eichstätt,DE21
DE21A,DE,3,Erding,DE21
DE21B,DE,3,Freising,DE21
DE21C,DE,3,Fürstenfeldbruck,DE21
DE21D,DE,3,Garmisch-Partenkirchen,DE21
DE21E,DE,3,Landsberg a. Lech,DE21
DE21F,DE,3,Miesbach,DE21
DE21G,DE,3,Mühldorf a. Inn,DE21
DE21H,DE,3,"München, Landkreis",DE21
DE21I,DE,3,Neuburg-Schrobenhausen,DE21
DE21J,DE,3,Pfaffenhofen a. d. Ilm,DE21
DE21K,DE,3,"Rosenheim, Landkreis",DE21
DE21L,DE,3,Starnberg,DE21
DE21M,DE,3,Traunstein,DE21
DE21N,DE,3,Weilheim-Schongau,DE21
DE22,DE,2,Niederbayern,DE2
DE221,DE,3,"Landshut, Kreisfreie Stadt",DE22
DE222,DE,3,"Passau, Kreisfreie Stadt",DE22
DE223,DE,3,"Straubing, Kreisfreie Stadt",DE22
DE224,DE,3,Deggendorf,DE22
DE225,DE,3,Freyung-Grafenau,DE22
DE226,DE,3,Kelheim,DE22
DE227,DE,3,"Landshut, Landkreis",DE22
DE228,DE,3,"Passau, Landkreis",DE22
DE229,DE,3,Regen,DE22
DE22A,DE,3,Rottal-Inn,DE22
DE22B,DE,3,Straubing-Bogen,DE22
DE22C,DE,3,Dingolfing-Landau,DE22
DE23,DE,2,Oberpfalz,DE2
DE231,DE,3,"Amberg, Kreisfreie Stadt",DE23
DE232,DE,3,"Regensburg, Kreisfreie Stadt",DE23
DE233,DE,3,"Weiden i. d. Opf, Kreisfreie Stadt",DE23
DE234,DE,3,Amberg-Sulzbach,DE23
DE235,DE,3,Cham,DE23
DE236,DE,3,Neumarkt i. d. OPf.,DE23
DE237,DE,3,Neustadt a. d. Waldnaab,DE23
DE238,DE,3,"Regensburg, Landkreis",DE23
DE239,DE,3,Schwandorf,DE23
DE23A,DE,3,Tirschenreuth,DE23
DE24,DE,2,Oberfranken,DE2
DE241,DE,3,"Bamberg, Kreisfreie Stadt",DE24
DE242,DE,3,"Bayreuth, Kreisfreie Stadt",DE24
DE243,DE,3,"Coburg, Kreisfreie Stadt",DE24
DE244,DE,3,"Hof, Kreisfreie Stadt",DE24
DE245,DE,3,"Bamberg, Landkreis",DE24
DE246,DE,3,"Bayreuth, Landkreis",DE24
DE247,DE,3,"Coburg, Landkreis",DE24
DE248,DE,3,Forchheim,DE24
DE249,DE,3,"Hof, Landkreis",DE24
DE24A,DE,3,Kronach,DE24
DE24B,DE,3,Kulmbach,DE24
DE24C,DE,3,Lichtenfels,DE24
DE24D,DE,3,Wunsiedel i. Fichtelgebirge,DE24
DE25,DE,2,Mittelfranken,DE2
DE251,DE,3,"Ansbach, Kreisfreie Stadt",DE25
DE252,DE,3,"Erlangen, Kreisfreie Stadt",DE25
DE253,DE,3,"Fürth, Kreisfreie Stadt",DE25
DE254,DE,3,"Nürnberg, Kreisfreie Stadt",DE25
DE255,DE,3,"Schwabach, Kreisfreie Stadt",DE25
DE256,DE,3,"Ansbach, Landkreis",DE25
DE257,DE,3,Erlangen-Höchstadt,DE25
DE258,DE,3,"Fürth, Landkreis",DE25
DE259,DE,3,Nürnberger Land,DE25
DE25A,DE,3,Neustadt a. d. Aisch-Bad Windsheim,DE25
DE25B,DE,3,Roth,DE25
DE25C,DE,3,Weißenburg-Gunzenhausen,DE25
DE26,DE,2,Unterfranken,DE2
DE261,DE,3,"Aschaffenburg, Kreisfreie Stadt",DE26
DE262,DE,3,"Schweinfurt, Kreisfreie Stadt",DE26
DE263,DE,3,"Würzburg, Kreisfreie Stadt",DE26
DE264,DE,3,"Aschaffenburg, Landkreis",DE26
DE265,DE,3,Bad Kissingen,DE26
DE266,DE,3,Rhön-Grabfeld,DE26
DE267,DE,3,Haßberge,DE26
DE268,DE,3,Kitzingen,DE26
DE269,DE,3,Miltenberg,DE26
DE26A,DE,3,Main-Spessart,DE26
DE26B,DE,3,"Schweinfurt, Landkreis",DE26
DE26C,DE,3,"Würzburg, Landkreis",DE26
DE27,DE,2,Schwaben,DE2
DE271,DE,3,"Augsburg, Kreisfreie Stadt",DE27
DE272,DE,3,"Kaufbeuren, Kreisfreie Stadt",DE27
DE273,DE,3,"Kempten (Allgäu), Kreisfreie Stadt",DE27
DE274,DE,3,"Memmingen, Kreisfreie Stadt",DE27
DE275,DE,3,Aichach-Friedberg,DE27
DE276,DE,3,"Augsburg, Landkreis",DE27
DE277,DE,3,Dillingen a.d. Donau,DE27
DE278,DE,3,Günzburg,DE27
DE279,DE,3,Neu-Ulm,DE27
DE27A,DE,3,Lindau (Bodensee),DE27
DE27B,DE,3,Ostallgäu,DE27
DE27C,DE,3,Unterallgäu,DE27
DE27D,DE,3,Donau-Ries,DE27
DE27E,DE,3,Oberallgäu,DE27
DE3,DE,1,BERLIN,DE
DE30,DE,2,Berlin,DE3
DE300,DE,3,Berlin,DE30
DE4,DE,1,BRANDENBURG,DE
DE41,DE,2,Brandenburg - Nordost,DE4
DE411,DE,3,"Frankfurt (Oder), Kreisfreie Stadt",DE41
DE412,DE,3,Barnim,DE41
DE413,DE,3,Märkisch-Oderland,DE41
DE414,DE,3,Oberhavel,DE41
DE415,DE,3,Oder-Spree,DE41
DE416,DE,3,Ostprignitz-Ruppin,DE41
DE417,DE,3,Prignitz,DE41
DE418,DE,3,Uckermark,DE41
DE42,DE,2,Brandenburg - Südwest,DE4
DE421,DE,3,"Brandenburg an der Havel, Kreisfreie Stadt",DE42
DE422,DE,3,"Cottbus, Kreisfreie Stadt",DE42
DE423,DE,3,"Potsdam, Kreisfreie Stadt",DE42
DE424,DE,3,Dahme-Spreewald,DE42
DE425,DE,3,Elbe-Elster,DE42
DE426,DE,3,Havelland,DE42
DE427,DE,3,Oberspreewald-Lausitz,DE42
DE428,DE,3,Potsdam-Mittelmark,DE42
DE429,DE,3,Spree-Neiße,DE42
DE42A,DE,3,Teltow-Fläming,DE42
DE5,DE,1,BREMEN,DE
DE50,DE,2,Bremen,DE5
DE501,DE,3,"Bremen, Kreisfreie Stadt",DE50
DE502,DE,3,"Bremerhaven, Kreisfreie Stadt",DE50
DE6,DE,1,HAMBURG,DE
DE60,DE,2,Hamburg,DE6
DE600,DE,3,Hamburg,DE60
DE7,DE,1,HESSEN,DE
DE71,DE,2,Darmstadt,DE7
DE711,DE,3,"Darmstadt, Kreisfreie Stadt",DE71
DE712,DE,3,"Frankfurt am Main, Kreisfreie Stadt",DE71
DE713,DE,3,"Offenbach am Main, Kreisfreie Stadt",DE71
DE714,DE,3,"Wiesbaden, Kreisfreie Stadt",DE71
DE715,DE,3,Bergstraße,DE71
DE716,DE,3,Darmstadt-Dieburg,DE71
DE717,DE,3,Groß-Gerau,DE71
DE718,DE,3,Hochtaunuskreis,DE71
DE719,DE,3,Main-Kinzig-Kreis,DE71
DE71A,DE,3,Main-Taunus-Kreis,DE71
DE71B,DE,3,Odenwaldkreis,DE71
DE71C,DE,3,"Offenbach, Landkreis",DE71
DE71D,DE,3,Rheingau-Taunus-Kreis,DE71
DE71E,DE,3,Wetteraukreis,DE71
DE72,DE,2,Gießen,DE7
DE721,DE,3,"Gießen, Landkreis",DE72
DE722,DE,3,Lahn-Dill-Kreis,DE72
DE723,DE,3,Limburg-Weilburg,DE72
DE724,DE,3,Marburg-Biedenkopf,DE72
DE725,DE,3,Vogelsbergkreis,DE72
DE73,DE,2,Kassel,DE7
DE731,DE,3,"Kassel, Kreisfreie Stadt",DE73
DE732,DE,3,Fulda,DE73
DE733,DE,3,Hersfeld-Rotenburg,DE73
DE734,DE,3,"Kassel, Landkreis",DE73
DE735,DE,3,Schwalm-Eder-Kreis,DE73
DE736,DE,3,Waldeck-Frankenberg,DE73
DE737,DE,3,Werra-Meißner-Kreis,DE73
DE8,DE,1,MECKLENBURG-VORPOMMERN,DE
DE80,DE,2,Mecklenburg-Vorpommern,DE8
DE801,DE,3,"Greifswald, Kreisfreie Stadt",DE80
DE802,DE,3,"Neubrandenburg, Kreisfreie Stadt",DE80
DE803,DE,3,"Rostock, Kreisfreie Stadt",DE80
DE804,DE,3,"Schwerin, Kreisfreie Stadt",DE80
DE805,DE,3,"Stralsund, Kreisfreie Stadt",DE80
DE806,DE,3,"Wismar, Kreisfreie Stadt",DE80
DE807,DE,3,Bad Doberan,DE80
DE808,DE,3,Demmin,DE80
DE809,DE,3,Güstrow,DE80
DE80A,DE,3,Ludwigslust,DE80
DE80B,DE,3,Mecklenburg-Strelitz,DE80
DE80C,DE,3,Müritz,DE80
DE80D,DE,3,Nordvorpommern,DE80
DE80E,DE,3,Nordwestmecklenburg,DE80
DE80F,DE,3,Ostvorpommern,DE80
DE80G,DE,3,Parchim,DE80
DE80H,DE,3,Rügen,DE80
DE80I,DE,3,Uecker-Randow,DE80
DE9,DE,1,NIEDERSACHSEN,DE
DE91,DE,2,Braunschweig,DE9
DE911,DE,3,"Braunschweig, Kreisfreie Stadt",DE91
DE912,DE,3,"Salzgitter, Kreisfreie Stadt",DE91
DE913,DE,3,"Wolfsburg, Kreisfreie Stadt",DE91
DE914,DE,3,Gifhorn,DE91
DE915,DE,3,Göttingen,DE91
DE916,DE,3,Goslar,DE91
DE917,DE,3,Helmstedt,DE91
DE918,DE,3,Northeim,DE91
DE919,DE,3,Osterode am Harz,DE91
DE91A,DE,3,Peine,DE91
DE91B,DE,3,Wolfenbüttel,DE91
DE92,DE,2,Hannover,DE9
DE922,DE,3,Diepholz,DE92
DE923,DE,3,Hameln-Pyrmont,DE92
DE925,DE,3,Hildesheim,DE92
DE926,DE,3,Holzminden,DE92
DE927,DE,3,Nienburg (Weser),DE92
DE928,DE,3,Schaumburg,DE92
DE929,DE,3,Region Hannover,DE92
DE93,DE,2,Lüneburg,DE9
DE931,DE,3,Celle,DE93
DE932,DE,3,Cuxhaven,DE93
DE933,DE,3,Harburg,DE93
DE934,DE,3,Lüchow-Dannenberg,DE93
DE935,DE,3,"Lüneburg, Landkreis",DE93
DE936,DE,3,Osterholz,DE93
DE937,DE,3,Rotenburg (Wümme),DE93
DE938,DE,3,Soltau-Fallingbostel,DE93
DE939,DE,3,Stade,DE93
DE93A,DE,3,Uelzen,DE93
DE93B,DE,3,Verden,DE93
DE94,DE,2,Weser-Ems,DE9
DE941,DE,3,"Delmenhorst, Kreisfreie Stadt",DE94
DE942,DE,3,"Emden, Kreisfreie Stadt",DE94
DE943,DE,3,"Oldenburg (Oldenburg), Kreisfreie Stadt",DE94
DE944,DE,3,"Osnabrück, Kreisfreie Stadt",DE94
DE945,DE,3,"Wilhelmshaven, Kreisfreie Stadt",DE94
DE946,DE,3,Ammerland,DE94
DE947,DE,3,Aurich,DE94
DE948,DE,3,Cloppenburg,DE94
DE949,DE,3,Emsland,DE94
DE94A,DE,3,Friesland (D),DE94
DE94B,DE,3,Grafschaft Bentheim,DE94
DE94C,DE,3,Leer,DE94
DE94D,DE,3,"Oldenburg, Landkreis",DE94
DE94E,DE,3,"Osnabrück, Landkreis",DE94
DE94F,DE,3,Vechta,DE94
DE94G,DE,3,Wesermarsch,DE94
DE94H,DE,3,Wittmund,DE94
DEA,DE,1,NORDRHEIN-WESTFALEN,DE
DEA1,DE,2,Düsseldorf,DEA
DEA11,DE,3,"Düsseldorf, Kreisfreie Stadt",DEA1
DEA12,DE,3,"Duisburg, Kreisfreie Stadt",DEA1
DEA13,DE,3,"Essen, Kreisfreie Stadt",DEA1
DEA14,DE,3,"Krefeld, Kreisfreie Stadt",DEA1
DEA15,DE,3,"Mönchengladbach, Kreisfreie Stadt",DEA1
DEA16,DE,3,"Mülheim an der Ruhr,Kreisfreie Stadt",DEA1
DEA17,DE,3,"Oberhausen, Kreisfreie Stadt",DEA1
DEA18,DE,3,"Remscheid, Kreisfreie Stadt",DEA1
DEA19,DE,3,"Solingen, Kreisfreie Stadt",DEA1
DEA1A,DE,3,"Wuppertal, Kreisfreie Stadt",DEA1
DEA1B,DE,3,Kleve,DEA1
DEA1C,DE,3,Mettmann,DEA1
DEA1D,DE,3,Rhein-Kreis Neuss,DEA1
DEA1E,DE,3,Viersen,DEA1
DEA1F,DE,3,Wesel,DEA1
DEA2,DE,2,Köln,DEA
DEA21,DE,3,"Aachen, Kreisfreie Stadt",DEA2
DEA22,DE,3,"Bonn, Kreisfreie Stadt",DEA2
DEA23,DE,3,"Köln, Kreisfreie Stadt",DEA2
DEA24,DE,3,"Leverkusen, Kreisfreie Stadt",DEA2
DEA25,DE,3,"Aachen, Kreis",DEA2
DEA26,DE,3,Düren,DEA2
DEA27,DE,3,Rhein-Erft-Kreis,DEA2
DEA28,DE,3,Euskirchen,DEA2
DEA29,DE,3,Heinsberg,DEA2
DEA2A,DE,3,Oberbergischer Kreis,DEA2
DEA2B,DE,3,Rheinisch-Bergischer Kreis,DEA2
DEA2C,DE,3,Rhein-Sieg-Kreis,DEA2
DEA3,DE,2,Münster,DEA
DEA31,DE,3,"Bottrop, Kreisfreie Stadt",DEA3
DEA32,DE,3,"Gelsenkirchen, Kreisfreie Stadt",DEA3
DEA33,DE,3,"Münster, Kreisfreie Stadt",DEA3
DEA34,DE,3,Borken,DEA3
DEA35,DE,3,Coesfeld,DEA3
DEA36,DE,3,Recklinghausen,DEA3
DEA37,DE,3,Steinfurt,DEA3
DEA38,DE,3,Warendorf,DEA3
DEA4,DE,2,Detmold,DEA
DEA41,DE,3,"Bielefeld, Kreisfreie Stadt",DEA4
DEA42,DE,3,Gütersloh,DEA4
DEA43,DE,3,Herford,DEA4
DEA44,DE,3,Höxter,DEA4
DEA45,DE,3,Lippe,DEA4
DEA46,DE,3,Minden-Lübbecke,DEA4
DEA47,DE,3,Paderborn,DEA4
DEA5,DE,2,Arnsberg,DEA
DEA51,DE,3,"Bochum, Kreisfreie Stadt",DEA5
DEA52,DE,3,"Dortmund, Kreisfreie Stadt",DEA5
DEA53,DE,3,"Hagen, Kreisfreie Stadt",DEA5
DEA54,DE,3,"Hamm, Kreisfreie Stadt",DEA5
DEA55,DE,3,"Herne, Kreisfreie Stadt",DEA5
DEA56,DE,3,Ennepe-Ruhr-Kreis,DEA5
DEA57,DE,3,Hochsauerlandkreis,DEA5
DEA58,DE,3,Märkischer Kreis,DEA5
DEA59,DE,3,Olpe,DEA5
DEA5A,DE,3,Siegen-Wittgenstein,DEA5
DEA5B,DE,3,Soest,DEA5
DEA5C,DE,3,Unna,DEA5
DEB,DE,1,RHEINLAND-PFALZ,DE
DEB1,DE,2,Koblenz,DEB
DEB11,DE,3,"Koblenz, Kreisfreie Stadt",DEB1
DEB12,DE,3,Ahrweiler,DEB1
DEB13,DE,3,Altenkirchen (Westerwald),DEB1
DEB14,DE,3,Bad Kreuznach,DEB1
DEB15,DE,3,Birkenfeld,DEB1
DEB16,DE,3,Cochem-Zell,DEB1
DEB17,DE,3,Mayen-Koblenz,DEB1
DEB18,DE,3,Neuwied,DEB1
DEB19,DE,3,Rhein-Hunsrück-Kreis,DEB1
DEB1A,DE,3,Rhein-Lahn-Kreis,DEB1
DEB1B,DE,3,Westerwaldkreis,DEB1
DEB2,DE,2,Trier,DEB
DEB21,DE,3,"Trier, Kreisfreie Stadt",DEB2
DEB22,DE,3,Bernkastel-Wittlich,DEB2
DEB23,DE,3,Bitburg-Prüm,DEB2
DEB24,DE,3,Daun,DEB2
DEB25,DE,3,Trier-Saarburg,DEB2
DEB3,DE,2,Rheinhessen-Pfalz,DEB
DEB31,DE,3,"Frankenthal (Pfalz), Kreisfreie Stadt",DEB3
DEB32,DE,3,"Kaiserslautern, Kreisfreie Stadt",DEB3
DEB33,DE,3,"Landau in der Pfalz, Kreisfreie Stadt",DEB3
