geo,country_code,nuts_level,label,parent_geo
UKD52,UK,3,Liverpool,UKD5
UKD53,UK,3,Sefton,UKD5
UKD54,UK,3,Wirral,UKD5
UKE,UK,1,YORKSHIRE AND THE HUMBER,UK
UKE1,UK,2,East Yorkshire and Northern Lincolnshire,UKE
UKE11,UK,3,"Kingston upon Hull, City of",UKE1
UKE12,UK,3,East Riding of Yorkshire,UKE1
UKE13,UK,3,North and North East Lincolnshire,UKE1
UKE2,UK,2,North Yorkshire,UKE
UKE21,UK,3,York,UKE2
UKE22,UK,3,North Yorkshire CC,UKE2
UKE3,UK,2,South Yorkshire,UKE
UKE31,UK,3,"Barnsley, Doncaster and Rotherham",UKE3
UKE32,UK,3,Sheffield,UKE3
UKE4,UK,2,West Yorkshire,UKE
UKE41,UK,3,Bradford,UKE4
UKE42,UK,3,Leeds,UKE4
UKE43,UK,3,"Calderdale, Kirklees and Wakefield",UKE4
UKF,UK,1,EAST MIDLANDS (ENGLAND),UK
UKF1,UK,2,Derbyshire and Nottinghamshire,UKF
UKF11,UK,3,Derby,UKF1
UKF12,UK,3,East Derbyshire,UKF1
UKF13,UK,3,South and West Derbyshire,UKF1
UKF14,UK,3,Nottingham,UKF1
UKF15,UK,3,North Nottinghamshire,UKF1
UKF16,UK,3,South Nottinghamshire,UKF1
UKF2,UK,2,"Leicestershire, Rutland and Northamptonshire",UKF
UKF21,UK,3,Leicester,UKF2
UKF22,UK,3,Leicestershire CC and Rutland,UKF2
UKF23,UK,3,Northamptonshire,UKF2
UKF3,UK,2,Lincolnshire,UKF
UKF30,UK,3,Lincolnshire,UKF3
UKG,UK,1,WEST MIDLANDS (ENGLAND),UK
UKG1,UK,2,"Herefordshire, Worcestershire and Warwickshire",UKG
UKG11,UK,3,"Herefordshire, County of",UKG1
UKG12,UK,3,Worcestershire,UKG1
UKG13,UK,3,Warwickshire,UKG1
UKG2,UK,2,Shropshire and Staffordshire,UKG
UKG21,UK,3,Telford and Wrekin,UKG2
UKG22,UK,3,Shropshire CC,UKG2
UKG23,UK,3,Stoke-on-Trent,UKG2
UKG24,UK,3,Staffordshire CC,UKG2
UKG3,UK,2,West Midlands,UKG
UKG31,UK,3,Birmingham,UKG3
UKG32,UK,3,Solihull,UKG3
UKG33,UK,3,Coventry,UKG3
UKG34,UK,3,Dudley and Sandwell,UKG3
UKG35,UK,3,Walsall and Wolverhampton,UKG3
UKH,UK,1,EAST OF ENGLAND,UK
UKH1,UK,2,East Anglia,UKH
UKH11,UK,3,Peterborough,UKH1
UKH12,UK,3,Cambridgeshire CC,UKH1
UKH13,UK,3,Norfolk,UKH1
UKH14,UK,3,Suffolk,UKH1
UKH2,UK,2,Bedfordshire and Hertfordshire,UKH
UKH21,UK,3,Luton,UKH2
UKH22,UK,3,Bedfordshire CC,UKH2
UKH23,UK,3,Hertfordshire,UKH2
UKH3,UK,2,Essex,UKH
UKH31,UK,3,Southend-on-Sea,UKH3
UKH32,UK,3,Thurrock,UKH3
UKH33,UK,3,Essex CC,UKH3
UKI,UK,1,LONDON,UK
UKI1,UK,2,Inner London,UKI
UKI11,UK,3,Inner London - West,UKI1
UKI12,UK,3,Inner London - East,UKI1
UKI2,UK,2,Outer London,UKI
UKI21,UK,3,Outer London - East and North East,UKI2
UKI22,UK,3,Outer London - South,UKI2
UKI23,UK,3,Outer London - West and North West,UKI2
UKJ,UK,1,SOUTH EAST (ENGLAND),UK
UKJ1,UK,2,"Berkshire, Buckinghamshire and Oxfordshire",UKJ
UKJ11,UK,3,Berkshire,UKJ1
UKJ12,UK,3,Milton Keynes,UKJ1
UKJ13,UK,3,Buckinghamshire CC,UKJ1
UKJ14,UK,3,Oxfordshire,UKJ1
UKJ2,UK,2,"Surrey, East and West Sussex",UKJ
UKJ21,UK,3,Brighton and Hove,UKJ2
UKJ22,UK,3,East Sussex CC,UKJ2
UKJ23,UK,3,Surrey,UKJ2
UKJ24,UK,3,West Sussex,UKJ2
UKJ3,UK,2,Hampshire and Isle of Wight,UKJ
UKJ31,UK,3,Portsmouth,UKJ3
UKJ32,UK,3,Southampton,UKJ3
UKJ33,UK,3,Hampshire CC,UKJ3
UKJ34,UK,3,Isle of Wight,UKJ3
UKJ4,UK,2,Kent,UKJ
UKJ41,UK,3,Medway,UKJ4
UKJ42,UK,3,Kent CC,UKJ4
UKK,UK,1,SOUTH WEST (ENGLAND),UK
UKK1,UK,2,"Gloucestershire, Wiltshire and Bristol/Bath area",UKK
UKK11,UK,3,"Bristol, City of",UKK1
UKK12,UK,3,"Bath and North East Somerset, North Somerset and South Gloucestershire",UKK1
UKK13,UK,3,Gloucestershire,UKK1
UKK14,UK,3,Swindon,UKK1
UKK15,UK,3,Wiltshire CC,UKK1
UKK2,UK,2,Dorset and Somerset,UKK
UKK21,UK,3,Bournemouth and Poole,UKK2
UKK22,UK,3,Dorset CC,UKK2
UKK23,UK,3,Somerset,UKK2
UKK3,UK,2,Cornwall and Isles of Scilly,UKK
UKK30,UK,3,Cornwall and Isles of Scilly,UKK3
UKK4,UK,2,Devon,UKK
UKK41,UK,3,Plymouth,UKK4
UKK42,UK,3,Torbay,UKK4
UKK43,UK,3,Devon CC,UKK4
UKL,UK,1,WALES,UK
UKL1,UK,2,West Wales and The Valleys,UKL
UKL11,UK,3,Isle of Anglesey,UKL1
UKL12,UK,3,Gwynedd,UKL1
UKL13,UK,3,Conwy and Denbighshire,UKL1
UKL14,UK,3,South West Wales,UKL1
UKL15,UK,3,Central Valleys,UKL1
UKL16,UK,3,Gwent Valleys,UKL1
UKL17,UK,3,Bridgend and Neath Port Talbot,UKL1
UKL18,UK,3,Swansea,UKL1
UKL2,UK,2,East Wales,UKL
UKL21,UK,3,Monmouthshire and Newport,UKL2
UKL22,UK,3,Cardiff and Vale of Glamorgan,UKL2
UKL23,UK,3,Flintshire and Wrexham,UKL2
UKL24,UK,3,Powys,UKL2
UKM,UK,1,SCOTLAND,UK
UKM2,UK,2,Eastern Scotland,UKM
UKM21,UK,3,Angus and Dundee City,UKM2
UKM22,UK,3,Clackmannanshire and Fife,UKM2
UKM23,UK,3,East Lothian and Midlothian,UKM2
UKM24,UK,3,Scottish Borders,UKM2
UKM25,UK,3,"Edinburgh, City of",UKM2
UKM26,UK,3,Falkirk,UKM2
UKM27,UK,3,Perth & Kinross and Stirling,UKM2
UKM28,UK,3,West Lothian,UKM2
UKM3,UK,2,South Western Scotland,UKM
UKM31,UK,3,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM3
UKM32,UK,3,Dumfries & Galloway,UKM3
UKM33,UK,3,East Ayrshire and North Ayrshire mainland,UKM3
UKM34,UK,3,Glasgow City,UKM3
UKM35,UK,3,"Inverclyde, East Renfrewshire and Renfrewshire",UKM3
UKM36,UK,3,North Lanarkshire,UKM3
UKM37,UK,3,South Ayrshire,UKM3
UKM38,UK,3,South Lanarkshire,UKM3
UKM5,UK,2,North Eastern Scotland,UKM
UKM50,UK,3,Aberdeen City and Aberdeenshire,UKM5
UKM6,UK,2,Highlands and Islands,UKM
UKM61,UK,3,Caithness & Sutherland and Ross & Cromarty,UKM6
UKM62,UK,3,"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM6
UKM63,UK,3,"Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute",UKM6
UKM64,UK,3,Eilean Siar (Western Isles),UKM6
UKM65,UK,3,Orkney Islands,UKM6
UKM66,UK,3,Shetland Islands,UKM6
UKN,UK,1,NORTHERN IRELAND,UK
UKN0,UK,2,Northern Ireland,UKN
UKN01,UK,3,Belfast,UKN0
UKN02,UK,3,Outer Belfast,UKN0
UKN03,UK,3,East of Northern Ireland,UKN0
UKN04,UK,3,North of Northern Ireland,UKN0
UKN05,UK,3,West and South of Northern Ireland,UKN0
UKZ,UK,1,EXTRA-REGIO,UK
UKZZ,UK,2,Extra-Regio,UKZ
UKZZZ,UK,3,Extra-Regio,UKZZ
